0.0,0.0
0.0,0.101
0.0,0.202
0.0,0.303
0.0,0.404
0.0,0.5051
0.0,0.6061
0.0,0.7071
0.0,0.8081
0.0,0.9091
0.0,1.0101
0.0,1.1111
0.0,1.2121
0.0,1.3131
0.0,1.4141
0.0,1.5152
0.0,1.6162
0.0,1.7172
0.0,1.8182
0.0,1.9192
0.0,2.0202
0.0,2.1212
0.0,2.2222
0.0,2.3232
0.0,2.4242
0.0,2.5253
0.0,2.6263
0.0,2.7273
0.0,2.8283
0.0,2.9293
0.0,3.0303
0.0,3.1313
0.0,3.2323
0.0,3.3333
0.0,3.4343
0.0,3.5354
0.0,3.6364
0.0,3.7374
0.0,3.8384
0.0,3.9394
0.0,4.0404
0.0,4.1414
0.0,4.2424
0.0,4.3434
0.0,4.4444
0.0,4.5455
0.0,4.6465
0.0,4.7475
0.0,4.8485
0.0,4.9495
0.0,5.0505
0.0,5.1515
0.0,5.2525
0.0,5.3535
0.0,5.4545
0.0,5.5556
0.0,5.6566
0.0,5.7576
0.0,5.8586
0.0,5.9596
0.0,6.0606
0.0,6.1616
0.0,6.2626
0.0,6.3636
0.0,6.4646
0.0,6.5657
0.0,6.6667
0.0,6.7677
0.0,6.8687
0.0,6.9697
0.0,7.0707
0.0,7.1717
0.0,7.2727
0.0,7.3737
0.0,7.4747
0.0,7.5758
0.0,7.6768
0.0,7.7778
0.0,7.8788
0.0,7.9798
0.0,8.0808
0.0,8.1818
0.0,8.2828
0.0,8.3838
0.0,8.4848
0.0,8.5859
0.0,8.6869
0.0,8.7879
0.0,8.8889
0.0,8.9899
0.0,9.0909
0.0,9.1919
0.0,9.2929
0.0,9.3939
0.0,9.4949
0.0,9.596
0.0,9.697
0.0,9.798
0.0,9.899
0.0,10.0
